term_ 36 months,sub_grade,purpose_educational,purpose_home_improvement,int_rate,loan_amnt,home_ownership_OWN,term_ 60 months,revol_bal,application_type_DIRECT_PAY,application_type_INDIVIDUAL,total_acc,revol_util,purpose_car,purpose_debt_consolidation,home_ownership_MORTGAGE,pub_rec,application_type_JOINT,purpose_credit_card,debt_to_income_ratio,purpose_small_business,purpose_other,installment,open_acc,pub_rec_bankruptcies,annual_inc,purpose_medical,verification_status,home_ownership_RENT,credit_history_length
True,26,True,False,11.732085563878412,36773,True,False,36586,True,False,33,36.89876126577565,True,False,False,0,True,False,35.32230916930269,False,True,502.13339297362637,23,0,89504,False,1,True,27
False,29,True,False,7.688293538779485,2899,False,False,121,False,True,39,85.46190257884777,False,True,False,1,False,True,16.40657260167213,True,True,783.9057011183539,21,0,119214,True,0,False,24
True,33,False,True,6.267499409455355,2267,True,False,34368,False,False,31,80.22030088358565,False,True,False,2,True,True,24.573299063391637,True,False,687.2919485177197,5,1,133936,False,1,True,20
True,5,True,True,24.799204647798906,32551,True,True,41902,False,False,31,34.87612473960884,False,True,True,2,False,False,21.129329308598336,True,True,203.21379217952867,9,0,36279,True,0,True,32
True,6,False,True,11.447076899494459,12394,True,True,15899,False,False,12,69.3876535321616,False,True,True,0,True,False,15.155295182049393,False,False,979.198156300799,15,0,123751,False,2,True,35
True,31,True,True,21.1974889170927,4556,True,False,26436,False,True,36,15.963275677344013,False,False,False,4,True,True,15.512661704437246,True,True,363.25536463891945,3,2,124433,False,0,True,13
False,31,False,False,10.092813095275277,4890,True,True,3741,True,True,24,89.6281552163788,True,True,False,1,False,False,22.21860023634691,False,True,948.402534601853,29,2,91386,False,1,True,20
False,24,False,False,18.630054444478585,42606,False,False,21696,True,True,14,40.44910644519094,False,True,True,2,True,True,5.645672059029745,False,True,992.7915839773224,6,1,106124,True,0,False,2
False,32,True,False,20.204557197793733,31740,True,False,33059,True,True,17,45.56256153552002,False,True,False,3,False,False,15.490361610177361,True,True,270.43603703653974,17,1,125750,True,2,False,4
True,6,False,False,16.912774812156886,15502,False,True,13406,False,True,33,70.57590510369849,True,False,True,2,True,True,17.879022776109565,True,True,138.95695931046885,26,2,97485,True,1,False,27
True,11,True,True,14.431523771003167,22777,False,False,46282,True,False,39,82.0840236704851,True,True,False,1,False,False,39.40504894704497,True,True,1182.1042997992377,21,0,94055,False,2,True,25
True,15,True,True,13.236818282945372,11627,True,False,8687,True,True,12,23.634274332820958,False,False,True,2,False,False,14.058190771428709,False,False,716.7106144655143,8,1,111911,True,2,True,4
False,15,False,True,11.977365330859906,9792,True,True,31459,True,True,33,66.13501398769954,True,False,True,0,True,False,25.78315583523476,False,False,134.3375034829399,21,1,118618,True,1,True,32
False,12,False,True,23.59058288495652,44323,False,False,21598,True,False,35,39.19980438891485,False,True,False,2,False,True,5.496619993058727,False,True,1492.5561598961624,25,1,133892,False,2,True,17
False,6,True,False,21.612388155754584,44021,False,False,4762,False,True,45,36.87029240039613,True,True,True,2,True,True,2.619255273208765,True,True,133.78181344473163,11,0,91128,True,2,True,1
False,8,True,False,24.300538213330253,9433,False,True,37194,False,True,34,69.00258239406547,False,False,False,3,False,True,34.861680560049216,False,True,1057.801081844902,6,2,169180,False,0,True,33
True,31,False,True,7.485944469710894,44001,True,False,41933,True,True,26,38.718327415593436,True,False,True,0,False,False,29.22939609622746,False,True,1476.3344416319496,8,1,72495,True,2,False,30
False,10,False,False,19.617349504072884,12016,False,False,27297,True,True,25,34.610850016440764,False,False,False,0,False,False,12.699971503782761,False,True,396.81115111309214,10,2,102806,False,2,True,5
False,7,False,False,23.766809136420758,24897,False,True,20819,True,True,16,83.58884081262424,True,False,False,2,True,False,20.18312011588916,False,False,256.26158459643443,24,2,113185,False,2,True,12
True,32,True,True,8.624661323313203,3612,True,True,24765,True,True,15,10.127612383100637,False,True,False,3,False,False,5.429767378073542,True,True,226.0081621625219,29,0,190591,True,2,False,38
False,22,True,False,6.32992534733555,24483,False,True,43339,True,False,6,67.58926228302107,False,False,True,2,False,False,28.286411759234408,False,True,489.74896397301353,3,0,69649,False,1,True,32
True,24,True,True,19.82241298580118,49555,True,False,25132,True,True,45,24.872539379062463,False,True,False,2,False,False,2.813223683497559,True,False,196.5164259654377,23,0,185596,True,0,False,38
True,7,False,False,16.489462263598238,18159,False,True,12741,True,True,6,1.5498241826190307,True,True,False,1,True,True,30.281322277648076,True,False,1053.6339454564913,14,0,184957,True,2,False,17
True,21,False,False,21.83657553516544,45974,True,False,42064,True,True,38,16.6764268872692,True,False,False,1,True,True,21.873460410799463,False,False,140.3231072885909,23,0,195441,True,2,False,32
True,3,True,True,7.79544753252579,41994,False,True,30128,True,False,7,60.666152977586776,False,True,True,3,False,True,11.15402120347059,False,True,788.6620858171951,14,0,115402,True,1,True,24
True,2,True,True,20.905346237197804,15541,True,False,45594,False,False,20,70.91271914859374,False,False,False,4,False,False,34.50297416245827,True,True,1495.2104380868163,10,1,50676,False,2,False,12
False,28,False,True,9.03254640095489,36920,True,False,15751,True,False,8,2.105778355632004,False,False,True,1,True,True,39.44287481355418,False,True,1230.2568907837272,12,2,84093,False,1,False,31
False,28,True,False,8.27311885731409,27531,False,True,8636,False,False,27,3.642544330172015,False,False,True,4,False,False,10.17396404790552,True,True,942.0681854349658,6,0,198836,False,0,True,19
True,33,False,True,8.285315958619858,2585,True,False,45812,False,True,24,90.25421148429531,True,True,True,0,False,False,32.249845983437304,False,True,494.0677501405869,12,1,99414,True,0,False,29
False,33,False,False,21.29149440462764,4943,False,False,6373,True,False,29,7.330581811371983,True,True,False,1,False,True,30.006652655058296,False,False,954.6489626228757,23,2,113095,True,2,True,21
True,27,False,True,18.303944413924,24939,True,True,6384,True,True,34,89.41821586165713,True,False,False,1,False,False,29.887604844226775,True,True,814.2101226718949,14,0,92307,False,2,True,26
False,12,True,False,15.461308495382386,20457,True,False,25792,False,True,22,22.816591375090578,False,True,True,3,False,False,38.289424459361086,False,True,667.8209066410386,2,0,115432,False,2,False,28
False,14,True,True,12.17660968247005,2021,True,False,8917,False,True,46,74.00178001582128,False,True,False,4,False,False,19.464683692079696,True,True,239.53004627328923,9,1,51923,True,1,True,17
False,22,False,True,22.544010816262166,12653,True,False,29055,True,False,15,30.973324894601205,True,True,False,1,True,False,26.96672162226619,True,False,1335.5761120986767,10,2,137449,True,2,True,9
False,25,False,False,12.848902148452709,44573,True,True,26655,False,True,33,85.87520256091838,True,True,True,1,False,False,32.95509454503217,False,True,702.1877407909177,26,0,67574,True,2,False,21
False,3,True,False,21.33198878943154,14417,True,True,20478,True,False,21,70.04548654243578,True,True,True,3,False,True,19.181457801721056,True,True,332.20264214010933,17,2,194463,False,0,False,34
False,25,False,True,13.782698171404368,41757,True,True,41282,True,True,30,40.181345860169515,True,False,False,3,True,True,19.257248112480237,False,True,583.25105877207,17,1,141757,True,2,False,11
False,8,True,False,12.538888588498152,10692,False,True,17227,False,False,27,7.630245417407955,False,True,True,4,True,False,12.746190162694052,False,True,650.4881411669442,3,0,73664,False,0,False,20
True,4,True,True,14.253595713392128,46758,False,True,49714,True,False,24,73.27001838708071,False,True,False,0,True,False,31.233028513085365,False,False,1249.9299485719678,19,2,87384,True,2,True,39
True,31,True,False,11.027557483282841,7873,True,True,18052,False,True,49,61.68847559651815,False,False,True,0,True,True,27.447831187422263,True,False,1113.740851814033,1,1,51027,False,0,False,16
True,19,False,False,19.952187603525022,6675,True,True,11639,True,True,6,0.29117178337887406,True,True,False,2,False,True,18.045595980042,False,False,1165.4920957799427,12,1,186536,True,2,False,29
False,10,False,True,15.054407801849583,1161,True,True,46861,True,True,28,0.9419855972445323,False,True,False,1,True,True,16.77346629594947,False,True,65.99533342153846,7,0,54485,False,0,False,1
False,14,False,True,9.644253902936345,38065,False,False,46319,False,False,35,80.8792973192694,True,True,True,4,False,False,2.903585726764746,True,False,653.4232973606541,4,2,170528,False,1,True,18
True,31,False,False,22.991491465491368,27557,True,False,14792,False,False,31,25.939973880185384,True,False,False,1,True,True,0.26004587313662064,True,False,747.9490198712192,10,0,55554,False,0,True,22
True,27,True,False,12.677824427464229,34763,False,False,18220,True,False,6,63.613366772806565,True,True,False,4,True,True,21.155758661273737,True,True,77.8288013934322,13,0,66922,True,0,True,8
False,21,False,False,15.871057222279772,33606,True,False,13434,True,True,18,45.42144197652475,True,True,True,4,True,False,16.699714094063978,True,True,426.7291526802996,2,2,33409,False,0,True,7
True,16,True,False,23.12944221929094,12534,True,True,28715,False,False,8,86.34300145217672,True,False,False,4,False,False,31.84147039607057,False,False,1152.4202435270959,10,2,56639,False,2,True,25
True,25,False,True,17.484759918279842,30127,True,False,8003,True,True,17,91.69611131024887,False,False,False,1,True,True,21.70616225228486,False,False,248.80907330704864,21,2,39692,True,2,False,30
True,6,False,True,7.337960814167282,41397,True,False,28627,False,False,40,99.6807712678854,False,True,False,3,True,False,37.46824173528902,False,False,826.199690606258,22,1,109037,False,2,True,34
True,25,False,False,23.796642472269504,26851,True,False,15729,False,False,39,15.368413580724683,False,False,True,1,True,True,7.845631954439942,False,False,362.04271442499436,25,1,38074,False,1,True,11
False,24,False,True,17.554161061428356,2016,False,False,17840,False,False,48,86.29640464754755,True,False,True,4,False,True,39.606013615401594,True,True,67.57512323364524,4,2,166621,True,1,True,15
True,9,False,False,11.698112293141723,25253,True,False,33882,True,True,12,26.602137672880176,False,False,True,2,False,False,11.916767772484253,True,True,399.74211351933513,18,1,49963,False,0,False,35
True,18,True,False,7.785441453267746,25276,False,True,26808,False,True,6,59.08158748955077,True,True,True,0,True,False,25.696958942932238,False,False,1465.016944619578,5,0,72265,True,1,False,23
True,10,False,False,20.88050378540592,24247,False,True,10960,True,True,10,50.57728338692109,False,True,True,4,False,True,20.074148544666052,True,False,1212.2288122303348,19,2,36061,False,0,True,21
True,12,False,True,17.40145511857027,25300,True,False,17538,False,False,35,1.7988131572387656,True,False,False,2,True,False,14.383056049969976,True,False,1441.3861342654984,2,0,179882,True,0,False,28
False,7,False,False,15.66922183952643,9529,True,False,1864,True,False,14,93.27712799060947,True,False,False,3,False,False,5.5723673306178645,True,True,757.3883636932255,12,2,133502,False,0,True,13
True,3,False,True,22.877851661019154,18262,True,False,6109,True,False,48,7.8327055149218445,False,False,False,4,True,False,5.393366058088467,True,True,209.11748808238008,17,0,42800,False,1,False,34
True,30,False,True,20.771944224490614,10268,False,False,20942,False,False,25,68.82189194077358,True,False,True,2,False,False,28.460233095127812,True,True,844.5412590118548,10,2,136192,False,2,False,38
True,27,True,False,8.033497594655024,22271,False,True,42472,False,True,46,78.50068362082621,False,True,False,4,True,False,15.105655319052453,False,False,708.8471351119433,2,0,127228,True,1,True,6
True,10,False,True,11.234441355910965,13185,False,False,48880,False,False,14,79.52878490476843,False,False,True,1,False,False,38.45191896531771,False,True,1274.317769972443,6,2,48054,False,0,False,4
True,0,True,False,9.969782796289316,22243,True,True,33535,True,False,27,13.549451892884479,False,True,False,2,False,False,13.025939460253522,True,False,192.21974213715464,8,2,196469,False,0,True,5
False,23,False,False,19.878925851453538,40099,False,False,3470,True,True,7,44.75699505079721,True,False,True,1,True,True,39.34094886991851,True,False,757.9496486815783,29,1,33233,True,1,True,6
True,30,True,True,5.670648694715588,9571,False,True,38844,True,True,36,82.94288704339799,True,True,False,1,True,False,8.216930263810509,False,True,267.57056380627716,19,0,176140,True,0,True,21
True,25,False,False,16.39779369742633,40976,False,True,20554,False,True,24,30.267921037875468,True,True,False,2,False,True,4.112575449242142,False,False,520.7800939905869,11,1,85727,True,0,False,28
False,4,False,True,20.24917371481381,39044,True,True,41481,False,False,14,46.774867537466356,True,False,True,0,True,False,12.502789340918286,True,True,1119.1677622123095,25,0,110610,False,1,False,3
True,19,True,True,22.53531273523499,49984,False,False,38467,False,True,33,27.279389269984577,False,True,False,2,True,True,35.42339157714356,True,True,740.2262875847115,12,1,90453,False,1,True,23
False,10,False,True,11.841634974318149,41774,False,False,3750,False,False,45,46.355141788532414,True,True,False,0,True,False,20.874077779811387,True,False,595.0380134613655,9,2,124135,False,1,True,8
True,32,True,False,21.425146093440258,3568,True,True,45217,False,True,38,88.783792259288,False,True,True,4,True,True,5.426004237488322,False,False,621.9906039265512,2,1,176904,True,0,False,19
False,26,False,True,7.2126347391041445,3027,True,False,25808,True,False,41,45.512423103276944,False,False,False,4,False,False,8.099961984163802,True,True,716.1978141886806,8,1,128464,True,0,True,11
False,33,True,False,21.929045834690363,3695,True,False,42762,False,False,24,55.591201707432035,True,True,False,2,True,True,12.45042648598253,True,True,1188.2739885637325,26,2,33682,False,2,False,10
True,14,True,False,7.549773246639648,49190,False,True,3290,True,False,12,40.39762833030836,True,True,True,4,False,False,23.60666951250831,True,True,1343.52279896334,11,1,174455,False,2,False,28
False,31,True,True,12.945745811207345,6258,False,False,48213,False,False,11,46.01171832033255,False,False,True,3,False,False,13.295157595104827,True,True,1435.235295430696,28,2,78160,True,1,False,20
True,20,False,True,20.94590731559107,23002,False,True,8889,False,False,10,1.51741990464217,True,False,True,1,True,True,29.88216328357309,True,True,1191.009910070178,21,0,43666,True,2,True,28
False,4,True,False,7.998348546975476,40504,True,False,32225,False,False,15,28.3745509960456,False,True,True,1,True,True,24.651742247411864,True,True,507.3399988346184,4,1,78817,True,0,True,29
False,5,False,True,9.58502790465283,34159,False,False,33259,False,True,48,43.65817217418244,True,True,True,0,False,False,34.952949494133605,True,True,1047.795323825486,10,2,111198,False,2,False,8
True,21,True,True,19.445051367861325,14986,True,True,17559,False,False,22,63.37969759927289,True,False,False,4,True,True,20.03847305437457,True,False,684.5245298803183,21,2,185714,True,0,True,19
False,17,True,True,19.400730730921488,13666,True,True,35518,True,False,46,45.00519305538921,False,False,True,0,True,True,13.247056564042712,False,True,419.2724019667742,20,1,61830,True,1,True,21
True,13,True,False,17.822952657705947,39660,False,True,46468,False,False,33,33.7817043321564,False,True,True,1,False,False,39.85086271212816,False,False,1269.2637901675878,16,0,30234,True,1,False,18
False,9,False,True,18.878968889342,4561,False,True,47185,True,False,29,38.809873534415715,False,True,False,1,False,True,14.22533287229423,False,False,105.71820599537125,8,1,77616,True,0,False,9
False,12,False,False,15.854488866951923,27854,False,False,18868,True,True,25,24.22933292004665,True,False,False,4,False,False,17.14410559122048,True,True,1357.5548885963642,4,2,29221,False,2,True,4
True,30,False,False,10.035981178139055,39952,True,False,15663,True,False,7,92.44942827740529,True,False,False,3,True,True,32.36508901432353,False,True,719.1423237058646,29,0,162482,True,1,False,25
True,29,True,True,11.913919870078388,23662,True,False,27985,True,False,22,52.17432257909146,True,True,False,3,True,False,3.5454493557237043,False,True,973.9421413720066,10,1,21051,False,1,True,34
False,2,False,True,8.631954336028514,9392,False,True,21985,False,True,28,1.3409453872123112,False,True,False,4,False,True,15.459604242340586,False,True,1006.0631871983849,12,2,130529,False,2,False,9
True,29,False,False,23.169011226672566,31535,True,False,6995,False,False,42,1.9446258419546614,False,False,True,4,False,False,3.428403737531358,False,True,1347.9207240244777,29,1,96918,True,2,False,9
True,5,True,False,16.66783589532241,14067,False,False,24058,False,True,14,97.29616349520415,True,True,False,0,True,False,5.572234666910316,False,False,973.1710391424506,14,0,98116,True,0,True,18
False,28,True,True,13.017028335272798,49033,False,False,1631,False,False,31,22.145089137324504,False,True,True,4,True,True,0.18563301992027714,True,False,940.2036979020895,16,0,142226,False,2,True,11
False,7,False,False,14.240116072882653,24599,False,True,5581,False,False,16,80.56082888143146,True,True,False,3,True,True,0.38177170329500854,False,True,146.64545881300046,22,0,64757,True,2,True,13
True,32,False,True,23.945666792236306,36222,True,True,24032,True,True,11,5.827530156057447,False,True,True,4,False,False,15.211515580114078,True,True,801.6916318205459,18,0,141008,False,2,True,38
False,16,False,False,8.067028062321604,12837,True,False,21460,False,True,21,92.11627366945491,True,False,False,0,True,False,32.36655219791105,True,True,267.7450511847104,21,0,151379,True,0,True,9
True,10,True,True,16.724596640335946,15039,False,False,43742,False,True,5,87.44170036666785,True,False,True,0,True,True,23.480174423667727,False,True,1119.278964646154,22,1,76889,False,0,False,16
True,12,True,False,15.11777357768932,31818,False,True,24929,True,False,30,57.10931624345147,True,True,True,0,False,True,25.396561765505737,True,False,792.721785178378,21,0,55944,False,1,False,4
True,10,True,True,17.22908470869296,20115,True,True,20032,False,True,19,0.8998657283255773,False,True,True,0,True,True,20.76996950339546,False,False,1036.3302798521122,12,0,119555,False,0,True,34
True,30,True,True,5.36220367641681,11965,False,True,39031,False,True,37,25.781087402333757,False,True,True,2,False,True,32.791725766822346,True,False,110.42570587345719,18,2,58134,True,1,False,7
True,27,True,False,22.44247817888303,25538,True,True,38132,True,False,41,40.682264739846495,True,True,True,4,True,True,35.21514900744697,True,True,172.94842326641466,7,0,178395,False,2,True,15
True,5,False,True,23.642365649672247,43530,False,False,15990,False,False,35,46.00641167475617,True,False,True,1,False,True,33.989629125815014,False,True,1088.6689126908893,20,2,45954,False,1,False,38
False,15,False,False,16.30266367178418,6056,True,True,18907,True,False,39,29.767875856237204,True,True,True,4,False,False,32.48528423212156,True,True,154.52228719807638,24,2,109959,True,1,False,11
True,3,False,False,18.933016477537844,33482,False,False,11867,True,True,5,3.2947868245529977,True,True,True,2,False,True,7.3085229425313525,True,False,153.32225525962497,23,2,24992,True,2,True,32
False,34,True,False,23.449987623545915,48716,True,True,8171,False,False,12,59.01274059265421,True,False,True,0,True,True,23.755049014608844,True,False,67.5572890905868,7,1,21961,False,1,True,27
True,25,True,False,19.14477268626797,9110,False,False,26249,True,True,16,52.41546676947559,True,False,True,2,True,True,23.286527843934806,True,False,1436.9270275342462,9,1,32497,False,0,True,30
False,11,False,True,8.050780858285227,14773,True,False,15640,False,True,23,28.300063542907772,False,True,False,3,True,True,21.117760149905642,True,True,1119.38712121556,1,2,183623,True,0,False,17
False,10,False,False,16.525767203336265,28266,True,True,35776,False,True,29,3.797596756960653,False,False,True,3,True,False,19.23251157187064,True,False,562.2145423279931,26,1,33255,False,0,True,36
False,24,False,False,17.13430092765712,18412,True,False,4812,False,True,36,99.45941872219402,False,False,True,4,False,False,3.5668190874553396,True,True,479.97659286710007,6,0,155639,True,0,True,19
True,17,True,False,13.48261342604772,34270,True,False,26301,True,False,16,48.19861868264059,False,True,False,4,True,False,4.086529356248878,True,False,557.0696831314818,6,1,68847,True,1,True,7
False,18,True,True,19.728884712494455,7910,False,False,45058,True,False,17,75.60042417740772,True,True,True,1,True,False,36.09126281762494,False,True,1173.2476202127136,22,0,199075,True,1,True,21
False,22,True,False,23.687340295380295,46453,True,True,19999,True,True,32,45.23140350513355,True,False,True,1,False,True,25.207457564847946,True,True,1008.9873860521009,29,0,40389,False,2,True,28
True,17,True,True,23.51137025813553,26446,True,True,19887,True,True,5,4.317029086294144,True,True,False,3,False,False,10.492688579920255,False,True,318.5335734078285,12,1,195595,True,1,True,3
False,25,True,True,14.016787428082642,1206,False,True,21082,True,False,10,30.960074508550008,False,False,False,0,False,True,11.17201556853825,False,True,302.4585362344223,22,1,143802,False,1,False,14
False,5,False,False,7.264760916815105,22518,True,False,22706,True,False,12,32.01101410059012,False,False,True,2,False,True,24.4077932659452,True,False,192.6736920844261,12,2,81576,False,1,False,2
True,3,False,True,24.69682397924669,23361,False,False,10250,True,True,8,83.8352904049016,True,False,False,1,True,False,16.277398985426483,True,False,1007.4389435669403,10,1,63919,True,2,False,29
False,28,True,False,21.777961728918683,24419,True,False,20493,True,True,9,65.42299779998744,False,True,True,1,False,False,17.65296683940378,False,False,1158.3403602215171,23,1,23358,True,0,False,18
False,33,True,True,7.493253624065337,49702,True,False,37359,True,True,29,27.542990363947283,False,True,True,0,True,True,2.4259996213367607,False,True,434.31732107125583,26,1,108535,True,1,True,37
True,16,False,True,23.416837652347446,42523,True,True,46787,True,True,26,96.7739954659086,True,False,True,0,True,False,5.54956748438979,False,False,80.37019349482358,6,0,125982,True,2,True,24
False,15,True,False,22.397927241242567,46151,True,False,47036,True,True,32,32.15418323978714,True,False,False,4,False,False,15.734017062546503,True,True,169.14891784081965,17,0,25698,False,2,False,12
False,1,True,True,15.376761142521442,23403,True,False,27850,False,False,43,99.82340258287203,True,True,True,2,False,True,27.987456797390738,True,False,1453.3970505252942,19,0,86809,False,2,False,32
False,33,False,False,16.825508714898586,19141,True,False,8693,True,True,27,99.61636931702633,False,False,True,0,False,True,1.921015503996526,True,False,478.3949273422594,18,2,113079,True,0,False,18
False,7,True,True,12.980054077402606,15820,False,True,17458,False,False,8,19.12105177467418,True,False,False,1,False,True,13.382311713243329,False,True,1165.3735643652938,6,2,75805,False,1,True,13
True,12,True,False,6.095232776440627,41342,False,False,16707,False,True,8,31.274111618840017,True,True,True,1,False,True,27.802878077380633,True,True,955.7621748386824,24,2,182421,True,2,True,4
True,7,False,False,11.703944832918019,7374,True,True,37481,False,False,25,48.60441984846542,True,True,True,3,True,True,31.68203161801165,True,True,603.8124774966991,19,0,95033,False,0,True,23
True,29,True,False,21.057068971960227,2678,True,True,24911,False,True,41,66.4100671147891,False,True,True,0,False,False,7.608828163812533,True,False,348.2465301835549,10,1,118239,False,2,False,10
True,31,True,False,5.092640460092057,34827,False,False,28174,True,False,45,52.80474490037993,False,True,True,4,True,True,29.259485275738285,True,True,226.01030633113933,24,2,150407,False,2,False,5
False,29,False,True,11.669983433822884,17198,False,False,20695,False,False,6,96.94414691322568,True,False,True,2,False,True,38.21646776316118,False,False,941.7688036563566,8,2,64041,True,2,False,14
True,0,False,False,12.963373871818867,10914,True,False,44294,False,True,11,72.39891642356915,True,True,True,4,True,True,36.272486003857935,True,False,1173.2189819247926,21,0,51954,False,2,False,34
True,16,True,False,15.747912058758457,28890,True,False,49477,False,True,20,21.20448493829744,False,True,False,1,True,False,31.575043095100355,True,False,983.6611676346395,24,2,28002,False,2,False,28
